document_id,title,text,source,crop,country,origin,source_url,license
386,Correcting Nitrogen deficiency in Tomato (Highlands),"Nitrogen deficiency in tomato (Solanum lycopersicum). Correcting it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Top-dress with urea (46% N) or CAN, splitting the rate so part goes on at planting and the rest at active vegetative growth. A foliar urea spray (1-2%) gives a fast green-up. Incorporate well-rotted manure or a legume green manure. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",IITA,Tomato,Egypt,synthetic,,synthetic (CC0)
387,Preventing Nitrogen deficiency in Tomato (Highlands),"Nitrogen deficiency in tomato (Solanum lycopersicum). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Rotate cereals with legumes (cowpea, groundnut) that fix nitrogen, return crop residues, and apply nitrogen in split doses to match crop demand and cut leaching losses. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",National Extension Service,Tomato,Ghana,synthetic,,synthetic (CC0)
388,Correcting Nitrogen deficiency in Tomato (Irrigated lowland),"Nitrogen deficiency in tomato (Solanum lycopersicum). Correcting it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Top-dress with urea (46% N) or CAN, splitting the rate so part goes on at planting and the rest at active vegetative growth. A foliar urea spray (1-2%) gives a fast green-up. Incorporate well-rotted manure or a legume green manure. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",ICRISAT,Tomato,Egypt,synthetic,,synthetic (CC0)
389,Preventing Nitrogen deficiency in Tomato (Irrigated lowland),"Nitrogen deficiency in tomato (Solanum lycopersicum). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Rotate cereals with legumes (cowpea, groundnut) that fix nitrogen, return crop residues, and apply nitrogen in split doses to match crop demand and cut leaching losses. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",ICRISAT,Tomato,Kenya,synthetic,,synthetic (CC0)
390,What causes Nitrogen deficiency in Yam,"Nitrogen deficiency in yam (Dioscorea spp.). Why it happens: Low soil organic matter, heavy leaching after intense rain on sandy soils, continuous cropping without fertiliser, and waterlogging that limits root uptake. Nitrogen is the nutrient most often deficient in tropical smallholder soils.",CGIAR,Yam,Ghana,synthetic,,synthetic (CC0)
391,Telling Nitrogen deficiency in Yam apart from look-alikes,"Nitrogen deficiency in yam (Dioscorea spp.). How to tell it apart from similar deficiencies: Because Nitrogen is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",AGRA,Yam,Benin,synthetic,,synthetic (CC0)
392,Identifying Nitrogen deficiency in Yam,"Nitrogen deficiency in yam (Dioscorea spp.). How to recognise it in the field: Uniform pale-green to yellow (chlorosis) of the OLDER, lower leaves first, because nitrogen is mobile and the plant moves it to new growth. In cereals a characteristic V-shaped yellowing runs from the leaf tip down the midrib. Plants are stunted, spindly and pale overall.",FAO,Yam,Ghana,synthetic,,synthetic (CC0)
393,Correcting Nitrogen deficiency in Yam (Guinea savanna),"Nitrogen deficiency in yam (Dioscorea spp.). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Top-dress with urea (46% N) or CAN, splitting the rate so part goes on at planting and the rest at active vegetative growth. A foliar urea spray (1-2%) gives a fast green-up. Incorporate well-rotted manure or a legume green manure. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Yam,Nigeria,synthetic,,synthetic (CC0)
394,Preventing Nitrogen deficiency in Yam (Guinea savanna),"Nitrogen deficiency in yam (Dioscorea spp.). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Rotate cereals with legumes (cowpea, groundnut) that fix nitrogen, return crop residues, and apply nitrogen in split doses to match crop demand and cut leaching losses. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Yam,Nigeria,synthetic,,synthetic (CC0)
395,Correcting Nitrogen deficiency in Yam (Humid forest),"Nitrogen deficiency in yam (Dioscorea spp.). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Top-dress with urea (46% N) or CAN, splitting the rate so part goes on at planting and the rest at active vegetative growth. A foliar urea spray (1-2%) gives a fast green-up. Incorporate well-rotted manure or a legume green manure. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",Plantwise,Yam,Côte d'Ivoire,synthetic,,synthetic (CC0)
396,Preventing Nitrogen deficiency in Yam (Humid forest),"Nitrogen deficiency in yam (Dioscorea spp.). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Rotate cereals with legumes (cowpea, groundnut) that fix nitrogen, return crop residues, and apply nitrogen in split doses to match crop demand and cut leaching losses. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Yam,Nigeria,synthetic,,synthetic (CC0)
397,What causes Phosphorus deficiency in Common bean,Phosphorus deficiency in common bean (Phaseolus vulgaris). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,CGIAR,Common bean,Ethiopia,synthetic,,synthetic (CC0)
398,Telling Phosphorus deficiency in Common bean apart from look-alikes,"Phosphorus deficiency in common bean (Phaseolus vulgaris). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",Plantwise,Common bean,Ethiopia,synthetic,,synthetic (CC0)
399,Identifying Phosphorus deficiency in Common bean,"Phosphorus deficiency in common bean (Phaseolus vulgaris). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",CGIAR,Common bean,Tanzania,synthetic,,synthetic (CC0)
400,Correcting Phosphorus deficiency in Common bean (Guinea savanna),"Phosphorus deficiency in common bean (Phaseolus vulgaris). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Common bean,Uganda,synthetic,,synthetic (CC0)
401,Preventing Phosphorus deficiency in Common bean (Guinea savanna),"Phosphorus deficiency in common bean (Phaseolus vulgaris). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",IITA,Common bean,Ethiopia,synthetic,,synthetic (CC0)
402,Correcting Phosphorus deficiency in Common bean (Highlands),"Phosphorus deficiency in common bean (Phaseolus vulgaris). Correcting it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",AGRA,Common bean,Rwanda,synthetic,,synthetic (CC0)
403,Preventing Phosphorus deficiency in Common bean (Highlands),"Phosphorus deficiency in common bean (Phaseolus vulgaris). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",Plantwise,Common bean,Ethiopia,synthetic,,synthetic (CC0)
404,What causes Phosphorus deficiency in Cowpea,Phosphorus deficiency in cowpea (Vigna unguiculata). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,Plantwise,Cowpea,Nigeria,synthetic,,synthetic (CC0)
405,Telling Phosphorus deficiency in Cowpea apart from look-alikes,"Phosphorus deficiency in cowpea (Vigna unguiculata). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",National Extension Service,Cowpea,Niger,synthetic,,synthetic (CC0)
406,Identifying Phosphorus deficiency in Cowpea,"Phosphorus deficiency in cowpea (Vigna unguiculata). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",CGIAR,Cowpea,Burkina Faso,synthetic,,synthetic (CC0)
407,Correcting Phosphorus deficiency in Cowpea (Guinea savanna),"Phosphorus deficiency in cowpea (Vigna unguiculata). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Cowpea,Nigeria,synthetic,,synthetic (CC0)
408,Preventing Phosphorus deficiency in Cowpea (Guinea savanna),"Phosphorus deficiency in cowpea (Vigna unguiculata). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",AGRA,Cowpea,Burkina Faso,synthetic,,synthetic (CC0)
409,Correcting Phosphorus deficiency in Cowpea (Humid forest),"Phosphorus deficiency in cowpea (Vigna unguiculata). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Cowpea,Ghana,synthetic,,synthetic (CC0)
410,Preventing Phosphorus deficiency in Cowpea (Humid forest),"Phosphorus deficiency in cowpea (Vigna unguiculata). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Cowpea,Burkina Faso,synthetic,,synthetic (CC0)
411,Correcting Phosphorus deficiency in Cowpea (Sahel),"Phosphorus deficiency in cowpea (Vigna unguiculata). Correcting it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",FAO,Cowpea,Nigeria,synthetic,,synthetic (CC0)
412,Preventing Phosphorus deficiency in Cowpea (Sahel),"Phosphorus deficiency in cowpea (Vigna unguiculata). Preventing it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",AGRA,Cowpea,Niger,synthetic,,synthetic (CC0)
413,What causes Phosphorus deficiency in Groundnut,Phosphorus deficiency in groundnut (Arachis hypogaea). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,Plantwise,Groundnut,Sudan,synthetic,,synthetic (CC0)
414,Telling Phosphorus deficiency in Groundnut apart from look-alikes,"Phosphorus deficiency in groundnut (Arachis hypogaea). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",AGRA,Groundnut,Senegal,synthetic,,synthetic (CC0)
415,Identifying Phosphorus deficiency in Groundnut,"Phosphorus deficiency in groundnut (Arachis hypogaea). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",CGIAR,Groundnut,Ghana,synthetic,,synthetic (CC0)
416,Correcting Phosphorus deficiency in Groundnut (Guinea savanna),"Phosphorus deficiency in groundnut (Arachis hypogaea). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Groundnut,Malawi,synthetic,,synthetic (CC0)
417,Preventing Phosphorus deficiency in Groundnut (Guinea savanna),"Phosphorus deficiency in groundnut (Arachis hypogaea). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Groundnut,Malawi,synthetic,,synthetic (CC0)
418,Correcting Phosphorus deficiency in Groundnut (Humid forest),"Phosphorus deficiency in groundnut (Arachis hypogaea). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Groundnut,Malawi,synthetic,,synthetic (CC0)
419,Preventing Phosphorus deficiency in Groundnut (Humid forest),"Phosphorus deficiency in groundnut (Arachis hypogaea). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Groundnut,Senegal,synthetic,,synthetic (CC0)
420,Correcting Phosphorus deficiency in Groundnut (Sahel),"Phosphorus deficiency in groundnut (Arachis hypogaea). Correcting it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",IITA,Groundnut,Sudan,synthetic,,synthetic (CC0)
421,Preventing Phosphorus deficiency in Groundnut (Sahel),"Phosphorus deficiency in groundnut (Arachis hypogaea). Preventing it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Groundnut,Senegal,synthetic,,synthetic (CC0)
422,What causes Phosphorus deficiency in Maize,Phosphorus deficiency in maize (Zea mays). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,FAO,Maize,Tanzania,synthetic,,synthetic (CC0)
423,Telling Phosphorus deficiency in Maize apart from look-alikes,"Phosphorus deficiency in maize (Zea mays). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",FAO,Maize,Kenya,synthetic,,synthetic (CC0)
424,Identifying Phosphorus deficiency in Maize,"Phosphorus deficiency in maize (Zea mays). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",FAO,Maize,Zambia,synthetic,,synthetic (CC0)
425,Correcting Phosphorus deficiency in Maize (Guinea savanna),"Phosphorus deficiency in maize (Zea mays). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",CGIAR,Maize,Tanzania,synthetic,,synthetic (CC0)
426,Preventing Phosphorus deficiency in Maize (Guinea savanna),"Phosphorus deficiency in maize (Zea mays). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Maize,Tanzania,synthetic,,synthetic (CC0)
427,Correcting Phosphorus deficiency in Maize (Highlands),"Phosphorus deficiency in maize (Zea mays). Correcting it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",National Extension Service,Maize,Kenya,synthetic,,synthetic (CC0)
428,Preventing Phosphorus deficiency in Maize (Highlands),"Phosphorus deficiency in maize (Zea mays). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",Plantwise,Maize,Tanzania,synthetic,,synthetic (CC0)
429,Correcting Phosphorus deficiency in Maize (Humid forest),"Phosphorus deficiency in maize (Zea mays). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Maize,Nigeria,synthetic,,synthetic (CC0)
430,Preventing Phosphorus deficiency in Maize (Humid forest),"Phosphorus deficiency in maize (Zea mays). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Maize,Ghana,synthetic,,synthetic (CC0)
431,What causes Phosphorus deficiency in Rice,Phosphorus deficiency in rice (Oryza sativa). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,National Extension Service,Rice,Senegal,synthetic,,synthetic (CC0)
432,Telling Phosphorus deficiency in Rice apart from look-alikes,"Phosphorus deficiency in rice (Oryza sativa). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",Plantwise,Rice,Mali,synthetic,,synthetic (CC0)
433,Identifying Phosphorus deficiency in Rice,"Phosphorus deficiency in rice (Oryza sativa). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",FAO,Rice,Mali,synthetic,,synthetic (CC0)
434,Correcting Phosphorus deficiency in Rice (Guinea savanna),"Phosphorus deficiency in rice (Oryza sativa). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Rice,Mali,synthetic,,synthetic (CC0)
435,Preventing Phosphorus deficiency in Rice (Guinea savanna),"Phosphorus deficiency in rice (Oryza sativa). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Rice,Madagascar,synthetic,,synthetic (CC0)
436,Correcting Phosphorus deficiency in Rice (Humid forest),"Phosphorus deficiency in rice (Oryza sativa). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Rice,Madagascar,synthetic,,synthetic (CC0)
437,Preventing Phosphorus deficiency in Rice (Humid forest),"Phosphorus deficiency in rice (Oryza sativa). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Rice,Tanzania,synthetic,,synthetic (CC0)
438,Correcting Phosphorus deficiency in Rice (Irrigated lowland),"Phosphorus deficiency in rice (Oryza sativa). Correcting it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",ICRISAT,Rice,Senegal,synthetic,,synthetic (CC0)
439,Preventing Phosphorus deficiency in Rice (Irrigated lowland),"Phosphorus deficiency in rice (Oryza sativa). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",FAO,Rice,Mali,synthetic,,synthetic (CC0)
440,What causes Phosphorus deficiency in Sorghum,Phosphorus deficiency in sorghum (Sorghum bicolor). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,Plantwise,Sorghum,Nigeria,synthetic,,synthetic (CC0)
441,Telling Phosphorus deficiency in Sorghum apart from look-alikes,"Phosphorus deficiency in sorghum (Sorghum bicolor). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",Plantwise,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
442,Identifying Phosphorus deficiency in Sorghum,"Phosphorus deficiency in sorghum (Sorghum bicolor). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",Plantwise,Sorghum,Nigeria,synthetic,,synthetic (CC0)
443,Correcting Phosphorus deficiency in Sorghum (Guinea savanna),"Phosphorus deficiency in sorghum (Sorghum bicolor). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Sorghum,Mali,synthetic,,synthetic (CC0)
444,Preventing Phosphorus deficiency in Sorghum (Guinea savanna),"Phosphorus deficiency in sorghum (Sorghum bicolor). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",CGIAR,Sorghum,Sudan,synthetic,,synthetic (CC0)
445,Correcting Phosphorus deficiency in Sorghum (Sahel),"Phosphorus deficiency in sorghum (Sorghum bicolor). Correcting it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",ICRISAT,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
446,Preventing Phosphorus deficiency in Sorghum (Sahel),"Phosphorus deficiency in sorghum (Sorghum bicolor). Preventing it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",CGIAR,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
447,What causes Phosphorus deficiency in Tomato,Phosphorus deficiency in tomato (Solanum lycopersicum). Why it happens: Phosphorus fixation in acidic or iron/aluminium-rich tropical soils locks P away from roots; cold or waterlogged soils slow uptake. Many weathered African soils are inherently P-deficient.,ICRISAT,Tomato,Ghana,synthetic,,synthetic (CC0)
448,Telling Phosphorus deficiency in Tomato apart from look-alikes,"Phosphorus deficiency in tomato (Solanum lycopersicum). How to tell it apart from similar deficiencies: Because Phosphorus is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",CGIAR,Tomato,Kenya,synthetic,,synthetic (CC0)
449,Identifying Phosphorus deficiency in Tomato,"Phosphorus deficiency in tomato (Solanum lycopersicum). How to recognise it in the field: Dark blue-green leaves that develop a PURPLE or reddish tint, most obvious on the older leaves and leaf undersides and stems. Growth is slow, roots are poorly developed, maturity is delayed and grain filling is weak.",National Extension Service,Tomato,Tanzania,synthetic,,synthetic (CC0)
